lon;lat;ele;time
37.375984;-3.102497;4496.8;2020-01-30-08-10-59
37.376012;-3.102513;4497.9;2020-01-30-08-11-11
37.376039;-3.102514;4498.8;2020-01-30-08-11-25
37.376066;-3.102526;4499.9;2020-01-30-08-11-37
37.376092;-3.102519;4501;2020-01-30-08-11-46
37.376118;-3.102529;4502.2;2020-01-30-08-11-57
37.37614;-3.102509;4503.8;2020-01-30-08-12-11
37.376167;-3.102503;4504.3;2020-01-30-08-12-18
37.376185;-3.10248;4504.5;2020-01-30-08-12-28
37.376212;-3.102472;4504.8;2020-01-30-08-12-40
37.376237;-3.102457;4505.3;2020-01-30-08-12-51
37.376264;-3.10244;4507;2020-01-30-08-13-02
37.376291;-3.102432;4508.5;2020-01-30-08-13-08
37.376323;-3.102435;4508.8;2020-01-30-08-13-16
37.376355;-3.102442;4508.9;2020-01-30-08-13-25
37.37638;-3.102454;4509.5;2020-01-30-08-13-32
37.376397;-3.102431;4510.8;2020-01-30-08-13-48
37.376425;-3.10243;4511.3;2020-01-30-08-13-59
37.376454;-3.102434;4511.4;2020-01-30-08-14-09
37.376485;-3.102438;4511.4;2020-01-30-08-14-18
37.376516;-3.102447;4511.7;2020-01-30-08-14-29
37.376545;-3.102439;4512.6;2020-01-30-08-14-38
37.376574;-3.102433;4513.6;2020-01-30-08-14-46
37.376599;-3.10242;4515;2020-01-30-08-14-59
37.376626;-3.102416;4516.4;2020-01-30-08-15-06
37.376647;-3.102391;4517.2;2020-01-30-08-15-20
37.376678;-3.102391;4517.6;2020-01-30-08-15-31
37.376705;-3.102389;4518.2;2020-01-30-08-15-39
37.376733;-3.102391;4519;2020-01-30-08-15-48
37.376766;-3.102394;4520;2020-01-30-08-15-57
37.376798;-3.102387;4521.1;2020-01-30-08-16-06
37.376824;-3.102394;4521.8;2020-01-30-08-16-12
37.376851;-3.102403;4522;2020-01-30-08-16-28
37.376882;-3.102403;4523;2020-01-30-08-16-40
37.376903;-3.102381;4523;2020-01-30-08-16-58
37.376915;-3.102353;4525;2020-01-30-08-17-04
37.376944;-3.102347;4525;2020-01-30-08-17-12
37.376959;-3.102322;4527.3;2020-01-30-08-17-25
37.376988;-3.102314;4527.3;2020-01-30-08-17-36
37.377016;-3.102322;4529.2;2020-01-30-08-17-43
37.377046;-3.102327;4531.3;2020-01-30-08-17-50
37.377069;-3.102343;4530.4;2020-01-30-08-17-56
37.377087;-3.102322;4533.6;2020-01-30-08-18-16
37.377081;-3.102293;4533.6;2020-01-30-08-18-23
37.377096;-3.102267;4534.3;2020-01-30-08-18-33
37.377117;-3.102245;4535;2020-01-30-08-18-42
37.377124;-3.102217;4537.4;2020-01-30-08-18-52
37.377152;-3.10221;4537.4;2020-01-30-08-19-09
37.377182;-3.102212;4540;2020-01-30-08-19-22
37.377204;-3.102234;4540;2020-01-30-08-19-33
37.377233;-3.102234;4542.7;2020-01-30-08-19-44
37.377259;-3.102244;4545.6;2020-01-30-08-19-51
37.377276;-3.102221;4545.6;2020-01-30-08-20-00
37.377279;-3.10219;4546.1;2020-01-30-08-20-06
37.377278;-3.102157;4546.5;2020-01-30-08-20-18
37.377286;-3.10213;4546.5;2020-01-30-08-20-38
37.377298;-3.102095;4550.4;2020-01-30-08-20-44
37.37728;-3.10212;4546.9;2020-01-30-08-21-46
37.377267;-3.102144;4546.5;2020-01-30-08-22-00
37.377258;-3.102184;4546.1;2020-01-30-08-22-14
37.37727;-3.102209;4545.6;2020-01-30-08-31-42
37.37729;-3.102231;4545.5;2020-01-30-08-31-52
37.377285;-3.102258;4544.8;2020-01-30-08-32-06
37.377293;-3.102286;4547.8;2020-01-30-08-32-16
37.377292;-3.102315;4547;2020-01-30-08-32-30
37.377312;-3.102297;4547;2020-01-30-08-32-39
37.377329;-3.10232;4547;2020-01-30-08-32-52
37.377349;-3.102339;4549.4;2020-01-30-08-32-57
37.377361;-3.102367;4549.4;2020-01-30-08-33-03
37.37738;-3.102389;4552.2;2020-01-30-08-33-07
37.377391;-3.102419;4552.2;2020-01-30-08-33-18
37.377398;-3.102453;4551.9;2020-01-30-08-33-24
37.377412;-3.102481;4551.7;2020-01-30-08-33-30
37.377441;-3.102487;4555.2;2020-01-30-08-33-56
37.377469;-3.102492;4558.4;2020-01-30-08-34-12
37.377498;-3.1025;4558.4;2020-01-30-08-34-31
37.377524;-3.102509;4560.9;2020-01-30-08-34-47
37.377549;-3.102521;4563.3;2020-01-30-08-34-56
37.377572;-3.102537;4563.3;2020-01-30-08-35-02
37.377582;-3.102505;4564;2020-01-30-08-35-08
37.377609;-3.102502;4566.4;2020-01-30-08-35-27
37.377624;-3.102524;4565.5;2020-01-30-08-35-37
37.377649;-3.102543;4567.4;2020-01-30-08-35-51
37.377677;-3.102548;4569;2020-01-30-08-36-12
37.377691;-3.102574;4567.8;2020-01-30-08-36-20
37.377708;-3.102599;4566.3;2020-01-30-08-36-30
37.377731;-3.102616;4567.8;2020-01-30-08-36-44
37.377751;-3.102635;4567.8;2020-01-30-08-36-48
37.377776;-3.102621;4569.3;2020-01-30-08-37-03
37.377798;-3.10264;4567.9;2020-01-30-08-37-11
37.37781;-3.102672;4569.5;2020-01-30-08-37-18
37.377819;-3.102645;4569.5;2020-01-30-08-37-36
37.377848;-3.102643;4569.5;2020-01-30-08-37-45
37.377857;-3.102616;4572;2020-01-30-08-37-57
37.377882;-3.102604;4572;2020-01-30-08-38-16
37.377886;-3.102576;4572.9;2020-01-30-08-38-27
37.377889;-3.102548;4573.8;2020-01-30-08-38-36
37.377908;-3.102527;4574.8;2020-01-30-08-38-44
37.377935;-3.102513;4575.6;2020-01-30-08-38-53
37.377965;-3.102509;4575.6;2020-01-30-08-39-02
37.377996;-3.102508;4576.3;2020-01-30-08-39-12
37.378019;-3.102491;4577.1;2020-01-30-08-39-27
37.378019;-3.102461;4578.1;2020-01-30-08-39-41
37.378024;-3.10243;4578.8;2020-01-30-08-39-49
37.378031;-3.102401;4580;2020-01-30-08-40-01
37.378052;-3.102383;4580;2020-01-30-08-40-13
37.378077;-3.10237;4582.1;2020-01-30-08-40-24
37.378092;-3.102344;4582.1;2020-01-30-08-40-44
37.378108;-3.10232;4584.2;2020-01-30-08-40-53
37.378122;-3.102296;4584.2;2020-01-30-08-41-04
37.378113;-3.10227;4585.7;2020-01-30-08-41-16
37.378123;-3.102242;4587.3;2020-01-30-08-41-25
37.378142;-3.102221;4587.3;2020-01-30-08-41-40
37.378163;-3.1022;4589.4;2020-01-30-08-41-51
37.378186;-3.102182;4589.4;2020-01-30-08-41-58
37.378211;-3.102166;4589.9;2020-01-30-08-42-12
37.378242;-3.102161;4592;2020-01-30-08-42-25
37.378266;-3.102145;4592;2020-01-30-08-42-37
37.378289;-3.102124;4592.5;2020-01-30-08-42-47
37.378314;-3.102109;4594.3;2020-01-30-08-42-59
37.378319;-3.102077;4596.1;2020-01-30-08-43-18
37.378296;-3.102061;4596.1;2020-01-30-08-43-39
37.378286;-3.102034;4597.9;2020-01-30-08-43-49
37.378305;-3.102007;4597.9;2020-01-30-08-43-58
37.378334;-3.101998;4598.4;2020-01-30-08-44-07
37.378359;-3.101989;4600.2;2020-01-30-08-44-20
37.378377;-3.101968;4600.6;2020-01-30-08-44-30
37.378387;-3.101939;4602.1;2020-01-30-08-44-41
37.378381;-3.101912;4602.1;2020-01-30-08-44-50
37.378355;-3.101924;4601.8;2020-01-30-08-45-11
37.378352;-3.101894;4603.4;2020-01-30-08-45-28
37.378355;-3.101867;4603.4;2020-01-30-08-45-38
37.378375;-3.101846;4605;2020-01-30-08-45-51
37.378364;-3.101821;4606.4;2020-01-30-08-46-08
37.378373;-3.101794;4606.4;2020-01-30-08-46-22
37.378374;-3.101766;4607.8;2020-01-30-08-46-41
37.378369;-3.101736;4607.8;2020-01-30-08-47-00
37.378356;-3.101708;4609.3;2020-01-30-08-47-10
37.378374;-3.101686;4610.3;2020-01-30-08-47-22
37.37839;-3.101658;4610.3;2020-01-30-08-47-42
37.378401;-3.101632;4611.4;2020-01-30-08-48-01
37.378411;-3.101603;4612.3;2020-01-30-08-48-11
37.37842;-3.101576;4612.3;2020-01-30-08-48-28
37.378426;-3.101549;4613.4;2020-01-30-08-48-45
37.378403;-3.101534;4613.5;2020-01-30-08-48-55
37.378419;-3.101508;4614.6;2020-01-30-08-49-15
37.378425;-3.10148;4614.6;2020-01-30-08-49-27
37.378413;-3.101455;4615.8;2020-01-30-08-49-36
37.37839;-3.101438;4615.7;2020-01-30-08-49-48
37.37838;-3.101413;4617;2020-01-30-08-49-59
37.378376;-3.101384;4618.4;2020-01-30-08-50-06
37.378385;-3.101357;4618.3;2020-01-30-08-50-12
37.378388;-3.101329;4619.9;2020-01-30-08-50-19
37.378391;-3.101302;4621.6;2020-01-30-08-50-31
37.378421;-3.101283;4621.3;2020-01-30-08-50-37
37.378453;-3.101274;4621;2020-01-30-08-50-43
37.37848;-3.101264;4621;2020-01-30-08-50-56
37.378504;-3.101248;4621.6;2020-01-30-08-51-04
37.378532;-3.101232;4621.6;2020-01-30-08-51-16
37.378526;-3.101201;4622.7;2020-01-30-08-51-27
37.378517;-3.101171;4623.6;2020-01-30-08-51-35
37.378527;-3.10114;4624.5;2020-01-30-08-51-43
37.378503;-3.101125;4625.2;2020-01-30-08-51-56
37.378466;-3.101141;4626.3;2020-01-30-08-52-02
37.378442;-3.101125;4627;2020-01-30-08-52-11
37.378433;-3.101098;4627.7;2020-01-30-08-52-19
37.378407;-3.101085;4628.5;2020-01-30-08-52-33
37.378391;-3.101061;4629.2;2020-01-30-08-52-51
37.378373;-3.101039;4630;2020-01-30-08-53-01
37.378381;-3.101012;4630.8;2020-01-30-08-53-14
37.378391;-3.100985;4631.6;2020-01-30-08-53-27
37.378392;-3.100955;4632.5;2020-01-30-08-53-37
37.378399;-3.100928;4633.3;2020-01-30-08-54-22
37.378398;-3.100899;4634.1;2020-01-30-08-54-30
37.378375;-3.10088;4634.9;2020-01-30-08-54-48
37.37839;-3.100853;4635.8;2020-01-30-08-54-55
37.378403;-3.100824;4636.7;2020-01-30-08-55-02
37.378418;-3.100792;4637.6;2020-01-30-08-55-08
37.378405;-3.100764;4638.4;2020-01-30-08-55-16
37.378386;-3.100738;4639.2;2020-01-30-08-55-22
37.378356;-3.100727;4640;2020-01-30-08-55-27
37.378346;-3.100697;4640.6;2020-01-30-08-55-33
37.378327;-3.100674;4641.2;2020-01-30-08-55-38
37.378315;-3.10064;4641.9;2020-01-30-08-55-42
37.378315;-3.100603;4642.4;2020-01-30-08-55-47
37.378316;-3.100572;4642.8;2020-01-30-08-55-52
37.378316;-3.10054;4643.2;2020-01-30-08-55-57
37.378302;-3.100511;4643.5;2020-01-30-08-56-03
37.378277;-3.100483;4643.9;2020-01-30-08-56-09
37.378264;-3.100455;4644.2;2020-01-30-08-56-14
37.378265;-3.100427;4644.5;2020-01-30-08-56-19
37.378272;-3.100398;4644.8;2020-01-30-08-56-24
37.378278;-3.100361;4645.1;2020-01-30-08-56-30
37.378276;-3.100327;4645.4;2020-01-30-08-56-36
37.378266;-3.100297;4645.8;2020-01-30-08-56-42
37.378271;-3.100268;4646.2;2020-01-30-08-56-46
37.378274;-3.100236;4646.7;2020-01-30-08-56-50
37.378266;-3.100201;4647.3;2020-01-30-08-56-56
37.378261;-3.100174;4647.8;2020-01-30-08-57-02
37.378236;-3.100158;4648.5;2020-01-30-08-57-19
37.378211;-3.100142;4649.2;2020-01-30-08-57-25
37.37819;-3.100122;4649.9;2020-01-30-08-57-31
37.378179;-3.100089;4650.7;2020-01-30-08-57-38
37.378192;-3.100062;4651.4;2020-01-30-08-57-43
37.3782;-3.100031;4652.3;2020-01-30-08-57-49
37.378206;-3.100004;4653;2020-01-30-08-57-54
37.378204;-3.099976;4653.7;2020-01-30-08-58-00
37.378194;-3.099942;4655.2;2020-01-30-08-58-07
37.378188;-3.09991;4655.3;2020-01-30-08-58-15
37.37818;-3.099877;4655.5;2020-01-30-08-58-22
37.378172;-3.099849;4655.6;2020-01-30-08-58-28
37.378167;-3.099813;4655.7;2020-01-30-08-58-34
37.378162;-3.099782;4655.8;2020-01-30-08-58-41
37.378151;-3.099757;4655.9;2020-01-30-08-58-45
37.378122;-3.099746;4656.1;2020-01-30-08-58-53
37.378099;-3.099724;4656.2;2020-01-30-08-59-01
37.378081;-3.099702;4656.3;2020-01-30-08-59-09
37.378065;-3.099679;4656.4;2020-01-30-08-59-16
37.378057;-3.099648;4656.6;2020-01-30-08-59-28
37.37803;-3.099637;4656.7;2020-01-30-08-59-36
37.377998;-3.099634;4656.8;2020-01-30-08-59-44
37.377997;-3.099606;4656.9;2020-01-30-09-00-16
37.378024;-3.099589;4657;2020-01-30-09-00-22
37.378053;-3.099582;4657.1;2020-01-30-09-00-28
37.378062;-3.099554;4657.1;2020-01-30-09-00-40
37.37806;-3.099526;4657.1;2020-01-30-09-00-46
37.378064;-3.099497;4657.2;2020-01-30-09-00-55
37.378075;-3.099472;4657.2;2020-01-30-09-01-05
37.378076;-3.099444;4657.2;2020-01-30-09-02-40
37.378051;-3.099427;4657.2;2020-01-30-09-02-58
37.378077;-3.099435;4657.2;2020-01-30-09-06-06
37.378058;-3.09946;4657.2;2020-01-30-09-06-42
37.378058;-3.099488;4657.2;2020-01-30-09-06-49
37.378076;-3.099516;4657.1;2020-01-30-09-06-56
37.37807;-3.099544;4657.1;2020-01-30-09-07-02
37.378061;-3.099572;4657.1;2020-01-30-09-07-09
37.37804;-3.099591;4657.1;2020-01-30-09-07-23
37.378018;-3.099608;4657.1;2020-01-30-09-07-33
37.377996;-3.099583;4657.1;2020-01-30-09-08-47
37.377979;-3.09956;4657.1;2020-01-30-09-08-52
37.377985;-3.099533;4657.1;2020-01-30-09-08-56
37.378005;-3.099511;4657.1;2020-01-30-09-08-59
37.378029;-3.099492;4657.2;2020-01-30-09-09-04
37.378038;-3.099467;4657.2;2020-01-30-09-09-07
37.378045;-3.099429;4657.3;2020-01-30-09-09-09
37.378046;-3.099401;4657.3;2020-01-30-09-09-12
37.37804;-3.099372;4657.4;2020-01-30-09-09-15
37.378032;-3.099341;4657.5;2020-01-30-09-09-19
37.378019;-3.099315;4657.5;2020-01-30-09-09-22
37.378007;-3.099291;4657.6;2020-01-30-09-09-26
37.378024;-3.099259;4657.7;2020-01-30-09-09-33
37.378038;-3.099226;4657.8;2020-01-30-09-09-38
37.378059;-3.099201;4657.9;2020-01-30-09-09-42
37.378082;-3.099179;4658.5;2020-01-30-09-09-46
37.378096;-3.099144;4659;2020-01-30-09-09-51
37.378111;-3.099117;4659.5;2020-01-30-09-09-58
37.378141;-3.09912;4659.9;2020-01-30-09-10-03
37.378121;-3.099099;4660.3;2020-01-30-09-10-28
37.378094;-3.099106;4660.7;2020-01-30-09-10-44
37.37812;-3.099119;4661.2;2020-01-30-09-11-05
37.378118;-3.099188;4658.1;2020-01-30-21-13-47
37.378105;-3.099161;4659;2020-01-30-21-14-00
37.378101;-3.099128;4660;2020-01-30-21-14-06
37.378109;-3.099101;4660.9;2020-01-30-21-14-10
37.378105;-3.099069;4661.9;2020-01-30-21-14-16
37.378105;-3.099041;4662.7;2020-01-30-21-14-21
37.378104;-3.099011;4663.6;2020-01-30-21-14-29
37.378106;-3.098982;4664.5;2020-01-30-21-14-36
37.378107;-3.098952;4665.4;2020-01-30-21-14-41
37.378112;-3.098924;4666.2;2020-01-30-21-14-47
37.378118;-3.098892;4667.1;2020-01-30-21-14-54
37.378122;-3.098859;4667.4;2020-01-30-21-15-00
37.378128;-3.098833;4667.7;2020-01-30-21-15-08
37.378136;-3.098805;4668;2020-01-30-21-15-17
37.378151;-3.098783;4668.4;2020-01-30-21-15-23
37.378154;-3.09875;4668.8;2020-01-30-21-15-30
37.378154;-3.098718;4669.3;2020-01-30-21-15-36
37.378157;-3.098691;4669.7;2020-01-30-21-15-44
37.37816;-3.098661;4670.2;2020-01-30-21-15-53
37.378158;-3.098633;4670.7;2020-01-30-21-16-00
37.378183;-3.09861;4671.2;2020-01-30-21-16-06
37.3782;-3.098581;4671.8;2020-01-30-21-16-16
37.378207;-3.098547;4672.5;2020-01-30-21-16-25
37.378211;-3.098519;4673.1;2020-01-30-21-16-37
37.378205;-3.098489;4673.8;2020-01-30-21-16-49
37.3782;-3.098457;4674.6;2020-01-30-21-16-55
37.378193;-3.09843;4675.2;2020-01-30-21-17-03
37.378182;-3.098405;4675.8;2020-01-30-21-17-12
37.378191;-3.098377;4676.5;2020-01-30-21-17-20
37.378184;-3.098347;4677.2;2020-01-30-21-17-29
37.37818;-3.098319;4677.9;2020-01-30-21-17-36
37.378193;-3.098294;4678.5;2020-01-30-21-17-44
37.3782;-3.098264;4679.2;2020-01-30-21-17-56
37.378211;-3.098236;4679.9;2020-01-30-21-18-05
37.378217;-3.098203;4680.8;2020-01-30-21-18-13
37.378215;-3.098168;4681.7;2020-01-30-21-18-20
37.378216;-3.098138;4682.5;2020-01-30-21-18-30
37.378222;-3.09811;4683.2;2020-01-30-21-18-42
37.378208;-3.098085;4684;2020-01-30-21-18-50
37.378183;-3.098072;4684.7;2020-01-30-21-18-58
37.378174;-3.098044;4685.7;2020-01-30-21-19-14
37.378189;-3.09802;4686.6;2020-01-30-21-19-23
37.378175;-3.097997;4687.4;2020-01-30-21-19-38
37.378177;-3.097968;4688.3;2020-01-30-21-19-47
37.378164;-3.097938;4689.4;2020-01-30-21-19-59
37.378145;-3.097915;4690.4;2020-01-30-21-20-08
37.37814;-3.097883;4691.4;2020-01-30-21-20-16
37.378139;-3.097856;4692.3;2020-01-30-21-20-23
37.37815;-3.09783;4693;2020-01-30-21-20-35
37.378163;-3.097804;4693.7;2020-01-30-21-20-48
37.378147;-3.097782;4694.5;2020-01-30-21-20-58
37.378139;-3.097755;4695.2;2020-01-30-21-21-07
37.378159;-3.097737;4695.9;2020-01-30-21-21-17
37.378161;-3.097708;4696.8;2020-01-30-21-21-26
37.378172;-3.097682;4697.7;2020-01-30-21-21-37
37.378172;-3.097653;4698.6;2020-01-30-21-21-46
37.378177;-3.097626;4699.5;2020-01-30-21-21-54
37.378168;-3.097601;4700.3;2020-01-30-21-22-06
37.37816;-3.097572;4701.3;2020-01-30-21-22-16
37.378167;-3.097541;4702.2;2020-01-30-21-22-27
37.378182;-3.097514;4703.1;2020-01-30-21-22-37
37.378157;-3.097495;4704.1;2020-01-30-21-22-48
37.378163;-3.097463;4705;2020-01-30-21-22-59
37.378163;-3.097434;4705.9;2020-01-30-21-23-08
37.37815;-3.097408;4706.9;2020-01-30-21-23-25
37.378174;-3.097391;4708;2020-01-30-21-23-32
37.378198;-3.097376;4709.2;2020-01-30-21-23-37
37.378179;-3.097356;4710.4;2020-01-30-21-23-58
37.378155;-3.097343;4711.6;2020-01-30-21-24-07
37.378134;-3.097325;4712.8;2020-01-30-21-24-23
37.378107;-3.097309;4714;2020-01-30-21-24-42
37.378111;-3.097281;4715.1;2020-01-30-21-25-13
37.378118;-3.097252;4716.3;2020-01-30-21-25-27
37.378094;-3.097239;4717.5;2020-01-30-21-25-49
37.378067;-3.097231;4718.8;2020-01-30-21-26-00
37.37804;-3.097222;4720.1;2020-01-30-21-26-17
37.378011;-3.09722;4721.4;2020-01-30-21-26-37
37.377986;-3.097206;4722.6;2020-01-30-21-26-52
37.377971;-3.097181;4723.7;2020-01-30-21-27-04
37.377944;-3.097175;4724.9;2020-01-30-21-27-21
37.377923;-3.097157;4726;2020-01-30-21-27-31
37.377906;-3.097135;4727.2;2020-01-30-21-27-45
37.377896;-3.09711;4728.3;2020-01-30-21-28-04
37.377878;-3.097089;4729.4;2020-01-30-21-28-14
37.377851;-3.097077;4730.5;2020-01-30-21-28-25
37.377861;-3.097045;4731.7;2020-01-30-21-28-36
37.37788;-3.097023;4732.8;2020-01-30-21-28-44
37.377893;-3.096995;4734;2020-01-30-21-29-09
37.37791;-3.096973;4735.1;2020-01-30-21-29-22
37.377936;-3.096959;4736.2;2020-01-30-21-29-44
37.377916;-3.096936;4737.1;2020-01-30-21-29-55
37.37789;-3.096924;4738;2020-01-30-21-30-15
37.377866;-3.09691;4738.8;2020-01-30-21-30-27
37.37786;-3.096883;4739.7;2020-01-30-21-30-37
37.377867;-3.096857;4740.5;2020-01-30-21-30-50
37.377858;-3.09683;4741.5;2020-01-30-21-31-09
37.377842;-3.096808;4742.5;2020-01-30-21-31-23
37.377846;-3.096781;4743.4;2020-01-30-21-31-37
37.377825;-3.09676;4744.4;2020-01-30-21-32-03
37.377797;-3.09676;4745.4;2020-01-30-21-32-23
37.377776;-3.096734;4746.6;2020-01-30-21-32-36
37.377761;-3.09671;4747.7;2020-01-30-21-33-06
37.377736;-3.096697;4748.9;2020-01-30-21-33-22
37.377723;-3.096672;4750.1;2020-01-30-21-33-39
37.377705;-3.096645;4751.5;2020-01-30-21-33-59
37.377689;-3.096629;4752.4;2020-01-30-21-34-09
37.377694;-3.096601;4753.5;2020-01-30-21-34-33
37.377707;-3.096576;4754.5;2020-01-30-21-34-49
37.377707;-3.096548;4755.6;2020-01-30-21-35-06
37.377718;-3.096522;4756.7;2020-01-30-21-35-23
37.377726;-3.096496;4757.7;2020-01-30-21-35-31
37.377701;-3.096484;4758.6;2020-01-30-21-35-48
37.377678;-3.09646;4759.8;2020-01-30-21-36-09
37.377661;-3.096437;4760.9;2020-01-30-21-36-41
37.377639;-3.096418;4762;2020-01-30-21-36-59
37.377625;-3.096395;4763;2020-01-30-21-37-17
37.377602;-3.096379;4764;2020-01-30-21-37-31
37.377581;-3.096357;4765.1;2020-01-30-21-37-40
37.377553;-3.096373;4766.1;2020-01-30-21-37-47
37.377527;-3.096381;4767;2020-01-30-21-38-01
37.377515;-3.096353;4768.1;2020-01-30-21-38-09
37.377506;-3.096326;4769.2;2020-01-30-21-38-17
37.377522;-3.0963;4770.1;2020-01-30-21-38-28
37.377539;-3.096273;4771;2020-01-30-21-38-42
37.377561;-3.096255;4771.8;2020-01-30-21-38-50
37.377541;-3.096235;4772.8;2020-01-30-21-39-23
37.377547;-3.096208;4773.9;2020-01-30-21-39-40
37.377546;-3.096178;4775.1;2020-01-30-21-39-52
37.377517;-3.096175;4776.2;2020-01-30-21-40-12
37.377517;-3.096144;4777.3;2020-01-30-21-40-26
37.377521;-3.096116;4778.4;2020-01-30-21-40-35
37.377487;-3.096121;4779.7;2020-01-30-21-40-59
37.37749;-3.096093;4780.8;2020-01-30-21-41-21
37.377491;-3.096065;4781.8;2020-01-30-21-41-35
37.377471;-3.096046;4782.8;2020-01-30-21-41-53
37.37746;-3.09602;4783.8;2020-01-30-21-42-05
37.377441;-3.095998;4784.9;2020-01-30-21-42-19
37.377455;-3.095971;4785.9;2020-01-30-21-42-31
37.377436;-3.095949;4786.8;2020-01-30-21-42-45
37.377411;-3.095933;4787.6;2020-01-30-21-42-54
37.377397;-3.095908;4788.5;2020-01-30-21-43-14
37.37738;-3.095883;4789.3;2020-01-30-21-43-26
37.377384;-3.095855;4790.1;2020-01-30-21-43-33
37.377378;-3.095827;4793.8;2020-01-30-21-43-42
37.377372;-3.095799;4794.3;2020-01-30-21-43-50
37.37737;-3.095771;4794.9;2020-01-30-21-43-58
37.377365;-3.095739;4795.6;2020-01-30-21-44-12
37.377356;-3.095711;4796.1;2020-01-30-21-44-23
37.377347;-3.095679;4796.6;2020-01-30-21-44-31
37.377345;-3.095646;4797.1;2020-01-30-21-44-38
37.377326;-3.095624;4797.5;2020-01-30-21-44-45
37.377301;-3.095611;4797.8;2020-01-30-21-44-54
37.377281;-3.095589;4798.2;2020-01-30-21-45-04
37.377265;-3.095566;4798.5;2020-01-30-21-45-14
37.377268;-3.095538;4798.9;2020-01-30-21-45-23
37.377282;-3.095507;4799.4;2020-01-30-21-45-34
37.377281;-3.095477;4799.8;2020-01-30-21-45-42
37.377276;-3.09545;4800.1;2020-01-30-21-45-50
37.377271;-3.095421;4800.5;2020-01-30-21-45-59
37.377274;-3.095392;4800.8;2020-01-30-21-46-06
37.377273;-3.095364;4801.2;2020-01-30-21-46-13
37.377262;-3.095334;4801.6;2020-01-30-21-46-22
37.377252;-3.095305;4802.1;2020-01-30-21-46-31
37.377237;-3.095281;4802.6;2020-01-30-21-46-40
37.377231;-3.095254;4803.1;2020-01-30-21-46-48
37.377231;-3.095226;4803.6;2020-01-30-21-47-00
37.37723;-3.095198;4804.1;2020-01-30-21-47-07
37.377229;-3.095169;4804.6;2020-01-30-21-47-16
37.377217;-3.09514;4805.2;2020-01-30-21-47-29
37.377204;-3.095115;4805.9;2020-01-30-21-47-35
37.377197;-3.095086;4806.6;2020-01-30-21-47-40
37.37719;-3.095052;4807.5;2020-01-30-21-47-45
37.377184;-3.095026;4808.1;2020-01-30-21-47-50
37.377174;-3.094997;4808.7;2020-01-30-21-47-58
37.377168;-3.094967;4809.3;2020-01-30-21-48-10
37.377178;-3.094941;4809.9;2020-01-30-21-48-23
37.377181;-3.094909;4810.5;2020-01-30-21-48-35
37.377174;-3.09488;4811.1;2020-01-30-21-48-43
37.377164;-3.094854;4811.8;2020-01-30-21-48-51
37.377163;-3.094824;4812.4;2020-01-30-21-49-03
37.377154;-3.094795;4813.1;2020-01-30-21-49-11
37.377145;-3.094768;4813.8;2020-01-30-21-49-18
37.377137;-3.09474;4814.5;2020-01-30-21-49-25
37.377122;-3.094716;4815.1;2020-01-30-21-49-36
37.377104;-3.094691;4815.7;2020-01-30-21-49-49
37.377096;-3.094662;4816.2;2020-01-30-21-50-00
37.377096;-3.094634;4816.6;2020-01-30-21-50-09
37.377088;-3.094607;4817;2020-01-30-21-50-19
37.377078;-3.094579;4817.4;2020-01-30-21-50-30
37.377066;-3.094554;4817.8;2020-01-30-21-50-41
37.377048;-3.094532;4818.2;2020-01-30-21-50-52
37.377036;-3.094504;4818.6;2020-01-30-21-51-05
37.377026;-3.094474;4819.1;2020-01-30-21-51-16
37.377026;-3.094443;4819.5;2020-01-30-21-51-24
37.377028;-3.094414;4819.9;2020-01-30-21-51-32
37.377029;-3.094382;4820.4;2020-01-30-21-51-44
37.377021;-3.094355;4820.8;2020-01-30-21-51-55
37.377015;-3.094328;4821.1;2020-01-30-21-52-09
37.377004;-3.0943;4821.6;2020-01-30-21-52-22
37.376997;-3.094272;4822;2020-01-30-21-52-29
37.376996;-3.094242;4822.4;2020-01-30-21-52-40
37.376995;-3.094208;4823;2020-01-30-21-52-47
37.376986;-3.094178;4823.5;2020-01-30-21-52-54
37.376975;-3.094151;4824.1;2020-01-30-21-53-05
37.376954;-3.094127;4824.7;2020-01-30-21-53-14
37.376947;-3.094101;4825.2;2020-01-30-21-53-25
37.376946;-3.094071;4825.7;2020-01-30-21-53-35
37.376947;-3.094043;4826.2;2020-01-30-21-53-42
37.376946;-3.094012;4826.8;2020-01-30-21-53-50
37.376945;-3.093978;4827.6;2020-01-30-21-53-59
37.376938;-3.09395;4828.2;2020-01-30-21-54-07
37.376936;-3.093919;4828.9;2020-01-30-21-54-15
37.376936;-3.09389;4829.5;2020-01-30-21-54-20
37.376933;-3.093862;4830.1;2020-01-30-21-54-25
37.376932;-3.093828;4830.9;2020-01-30-21-54-32
37.376931;-3.093801;4831.6;2020-01-30-21-54-38
37.376935;-3.093773;4832.3;2020-01-30-21-54-46
37.376939;-3.093742;4833.2;2020-01-30-21-54-51
37.376927;-3.093711;4834.1;2020-01-30-21-54-59
37.376909;-3.093687;4834.8;2020-01-30-21-55-08
37.376899;-3.093661;4835.4;2020-01-30-21-55-14
37.376886;-3.093633;4836;2020-01-30-21-55-21
37.376868;-3.093608;4836.6;2020-01-30-21-55-29
37.376874;-3.093575;4837.3;2020-01-30-21-55-39
37.37688;-3.093546;4838;2020-01-30-21-55-45
37.376887;-3.093516;4838.7;2020-01-30-21-55-53
